ip,timestamp,method,path,ua,referer,authorization,accept_type
192.168.0.14,1754284729.7306337,HEAD,/event/summer-sale,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://blog.tistory.com/entry/fastapi-intro,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/json
192.168.0.34,1754284729.7306483,POST,/api/ping,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://blog.tistory.com/entry/fastapi-intro,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.16,1754284729.7306638,GET,/recommend/products,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://search.naver.com/search.naver?query=fastapi,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/xhtml+xml
10.0.0.176,1754284729.7306788,MAKE,/a/b/c/d/e/f/g/h/i/j,curl/7.68.0,,Bearer invalidtoken,
192.168.0.82,1754284729.7306879,HEAD,/cart,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,__OTHER__,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/plain
192.168.0.18,1754284729.7306988,DELETE,/api/ping,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://search.naver.com/search.naver?query=fastapi,,"text/html;q=0.8,application/json;q=0.2"
192.168.0.81,1754284729.7307105,GET,/checkout/complete,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",__OTHER__,,"application/json;q=0.9,*/*;q=0.8"
192.168.0.98,1754284729.730722,DELETE,/api/v1/cart/items/remove,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://example.com/product/1,Basic YWxhZGRpbjpvcGVuc2VzYW1l,"application/json;q=0.9,*/*;q=0.8"
192.168.0.26,1754284729.7307382,GET,/admin/settings,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://news.ycombinator.com/item?id=123456,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/json
192.168.0.86,1754284729.730751,DELETE,/terms,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://blog.tistory.com/entry/fastapi-intro,Basic YWxhZGRpbjpvcGVuc2VzYW1l,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
192.168.0.34,1754284729.7307656,POST,/search?q=fastapi&page=2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://example.com/product/1,,text/html
192.168.0.84,1754284729.730777,DELETE,/signup,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://search.naver.com/search.naver?query=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/javascript
192.168.0.41,1754284729.73079,HEAD,/api/ping,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://partner.site.com/ref?id=xyz,,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
10.0.0.172,1754284729.7309186,INVALID,/a/b/c/d/e/f/g/h/i/j,python-requests/2.31.0,localhost,Bearer invalidtoken,
192.168.0.98,1754284729.7309296,PUT,/privacy,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://ad.example.com/?utm_source=naver,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/javascript
192.168.0.90,1754284729.730945,GET,/review/product/1/page/2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://t.co/shortlink,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/xhtml+xml
192.168.0.59,1754284729.730958,HEAD,/cart/checkout,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://www.facebook.com/share.php?u=https://example.com,,application/xml
192.168.0.87,1754284729.7309701,PUT,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://blog.tistory.com/entry/fastapi-intro,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.45,1754284729.7309854,DELETE,/product/123,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://www.google.com/search?q=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/xhtml+xml
192.168.0.40,1754284729.730998,POST,/cart/checkout,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://news.ycombinator.com/item?id=123456,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,*/*
192.168.0.37,1754284729.731012,PATCH,/recommend/products,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://www.facebook.com/share.php?u=https://example.com,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/xhtml+xml
192.168.0.90,1754284729.7310255,POST,/api/v1/order/88/confirm,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,__OTHER__,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.2,1754284729.731041,DELETE,/category/fashion,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://example.com/product/1,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
10.0.0.170,1754284729.731057,INVALID,/a/b/c/d/e/f/g/h/i/j,python-requests/2.31.0,localhost,Bearer invalidtoken,
192.168.0.39,1754284729.7310665,HEAD,/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://blog.tistory.com/entry/fastapi-intro,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"application/json, text/plain, */*"
192.168.0.58,1754284729.7310817,POST,/mypage/orders/42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://ad.example.com/?utm_source=naver,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/plain
192.168.0.86,1754284729.7310967,PATCH,/help,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",__OTHER__,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/xhtml+xml
192.168.0.43,1754284729.7311084,PUT,/category/fashion,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://ad.example.com/?utm_source=naver,,"text/html;q=0.8,application/json;q=0.2"
192.168.0.61,1754284729.7311213,GET,/terms,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://shopping.example.com/deals,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/xml
192.168.0.52,1754284729.7311351,POST,/help,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://partner.site.com/ref?id=xyz,,application/javascript
192.168.0.82,1754284729.7311456,PATCH,/about,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://ad.example.com/?utm_source=naver,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/plain
192.168.0.24,1754284729.7311585,DELETE,/product/123,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://example.com/product/1,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/html
192.168.0.67,1754284729.731173,DELETE,/privacy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://example.com/product/1,,application/xhtml+xml
10.0.0.137,1754284729.7311835,TRACE,/a/b/c/d/e/f/g/h/i/j,python-requests/2.31.0,localhost,Bearer invalidtoken,
192.168.0.86,1754284729.731193,PATCH,/api/v1/cart/items/remove,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://shopping.example.com/deals,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"application/json;q=0.9,*/*;q=0.8"
192.168.0.10,1754284729.7312076,GET,/mypage/orders/42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://www.facebook.com/share.php?u=https://example.com,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/javascript
192.168.0.59,1754284729.7312238,DELETE,/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://t.co/shortlink,,"text/html;q=0.8,application/json;q=0.2"
192.168.0.88,1754284729.7312353,GET,/recommend/products,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://partner.site.com/ref?id=xyz,Basic YWxhZGRpbjpvcGVuc2VzYW1l,"application/json, text/plain, */*"
192.168.0.45,1754284729.731248,POST,/admin/users,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://search.naver.com/search.naver?query=fastapi,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"application/json;q=0.9,*/*;q=0.8"
192.168.0.57,1754284729.731264,PUT,/product/123,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://t.co/shortlink,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.87,1754284729.7312784,GET,/api/v1/user/42/profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://example.com/product/1,Basic YWxhZGRpbjpvcGVuc2VzYW1l,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
192.168.0.72,1754284729.731365,PUT,/cart/checkout,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://example.com/product/1,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/plain
192.168.0.57,1754284729.731377,POST,/terms,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://www.facebook.com/share.php?u=https://example.com,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/plain
10.0.0.109,1754284729.7313905,INVALID,/a/b/c/d/e/f/g/h/i/j,python-requests/2.31.0,http://evil.site,Bearer invalidtoken,text/Google
192.168.0.47,1754284729.7314,DELETE,/review/product/15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://ad.example.com/?utm_source=naver,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/html
192.168.0.100,1754284729.731413,PUT,/search?q=fastapi&page=2,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",__OTHER__,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/plain
192.168.0.7,1754284729.7314281,GET,/event/black-friday,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://www.google.com/search?q=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/json
192.168.0.59,1754284729.7314408,PATCH,/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://news.ycombinator.com/item?id=123456,Basic YWxhZGRpbjpvcGVuc2VzYW1l,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
192.168.0.72,1754284729.7314546,DELETE,/recommend/user/42,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",__OTHER__,,text/html
192.168.0.42,1754284729.7314656,PUT,/api/v1/cart/items,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://partner.site.com/ref?id=xyz,,"application/json, text/plain, */*"
192.168.0.28,1754284729.7314768,DELETE,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://www.google.com/search?q=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/plain
192.168.0.1,1754284729.7314885,POST,/terms,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://t.co/shortlink,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/plain
192.168.0.36,1754284729.7315028,PUT,/api/v1/cart/items/remove,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://ad.example.com/?utm_source=naver,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"application/json;q=0.9,*/*;q=0.8"
10.0.0.125,1754284729.7315176,MAKE,/a/b/c/d/e/f/g/h/i/j,python-requests/2.31.0,localhost,Bearer invalidtoken,
192.168.0.46,1754284729.7315285,PATCH,/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://partner.site.com/ref?id=xyz,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.51,1754284729.7315474,HEAD,/category/electronics,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://www.facebook.com/share.php?u=https://example.com,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/html
192.168.0.76,1754284729.731562,GET,/api/v1/cart/items,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://www.facebook.com/share.php?u=https://example.com,Basic YWxhZGRpbjpvcGVuc2VzYW1l,*/*
192.168.0.49,1754284729.7315748,GET,/mypage,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://search.naver.com/search.naver?query=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,text/html
192.168.0.65,1754284729.7315881,DELETE,/api/v1/cart/items,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://t.co/shortlink,,"text/html;q=0.8,application/json;q=0.2"
192.168.0.33,1754284729.7316,PUT,/privacy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://t.co/shortlink,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/html
192.168.0.9,1754284729.7316148,PATCH,/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://t.co/shortlink,,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
192.168.0.15,1754284729.7316275,DELETE,/help,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.134 Mobile Safari/537.36",https://www.facebook.com/share.php?u=https://example.com,,application/javascript
192.168.0.66,1754284729.7316403,DELETE,/event/summer-sale,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://partner.site.com/ref?id=xyz,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
10.0.0.180,1754284729.7316568,MAKE,/a/b/c/d/e/f/g/h/i/j,curl/7.68.0,localhost,Bearer invalidtoken,
192.168.0.11,1754284729.7316754,PATCH,/product/123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://blog.tistory.com/entry/fastapi-intro,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,text/plain
192.168.0.78,1754284729.7316923,PUT,/api/v1/order/88/confirm,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",https://t.co/shortlink,,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
192.168.0.89,1754284729.731707,PUT,/event/black-friday,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:118.0) Gecko/20100101 Firefox/118.0,https://ad.example.com/?utm_source=naver,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,application/javascript
192.168.0.41,1754284729.7317235,PUT,/cart/checkout,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",https://shopping.example.com/deals,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,"text/html;q=0.8,application/json;q=0.2"
192.168.0.1,1754284729.731738,DELETE,/cart,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://search.naver.com/search.naver?query=fastapi,Basic YWxhZGRpbjpvcGVuc2VzYW1l,*/*
192.168.0.23,1754284729.731751,HEAD,/user/profile/edit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.90 Safari/537.36 Edg/118.0.2088.76",__OTHER__,,text/plain
192.168.0.7,1754284729.7317626,DELETE,/api/v1/cart/items/remove,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",https://blog.tistory.com/entry/fastapi-intro,Basic YWxhZGRpbjpvcGVuc2VzYW1l,application/json
192.168.0.63,1754284729.7318063,PUT,/product/1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari",https://t.co/shortlink,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c,*/*
192.168.0.41,1754284729.7318218,PUT,/api/v1/user,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",__OTHER__,,"application/json;q=0.9,*/*;q=0.8"
10.0.0.117,1754284729.7318337,TRACE,/a/b/c/d/e/f/g/h/i/j,curl/7.68.0,,Bearer invalidtoken,
